review_id,stars,text
wSGHQk1J64cF3Fkdtj50Ow,1,"Greasy tasteless expensive food. Don't buy into the hype and save your money. We ordered fried grouper sandwich, blackened grouper dinner and jerk chicken sandwich. No flavor except grease."
wxpywz7AMfBwJ-bDY8FqQA,5,Bar on the beach is amazing! Jamaican jerk chicken sandwich was delicious! Drink specials were fruity and sweet. The atmosphere is definitely what makes it!
IUBNQXEakOOMEk21XyD1JQ,4,"You simply cannot beat the views from every seat in this place!  Pull up an outdoor bar stool, watch the sunset and order a frozen margarita or daiquiri with your honey.  Stroll over to the beach or their tiki bar in the sand.

The food is better than average although not gourmet..... fish tacos, beer can chicken, a nice beer cheese bread bowl soup.  

Tequila is great but with the views, music and people at this hopping place it is best to come early and stay all day.  

Be sure to valet park for free but tip those guys - parking is tight here.  Love their little gift shop and space for large parties.  Lots of live music indoors and out - only thing missing is a Sunday brunch- especially with those views..... this used to be called castaways years ago and they were known for their brunch... something to think about Joes..... a great place to bring visiting frineds from out of town for enough space, good food and frozen concoctions!"
DvpfdJDuKFfWnV6occEwQw,4,"Very good Gator bites, and fish tacos. Great location looking over the bay. It was a very good, comfortable environment. Would totally go again next time I'm in Tampa, FL."
nYU3yO-D5OiJG9VvvD-vmg,4,"First time here. Fun of good view of the place. View is very relaxing by the beach, good weather. The only thing is the horrible parking as its always  packed and you have to pay if you park  by the beach. Would  definitely  come back if given a chance."
Tis5ECH2Y2NecuJSEM-a2Q,2,This is such a nice place the location is awesome the set up is super chill however i came to the outside tiki bar to grab lunch ordered the sliders very well done they came out pink so i bit one and returned them because i do not do pink meat. Then again i re ordered them saying please very welll done like cripsy . The girls put in a new order they came out once again cooked the same temperature PINK! I dont know how u can mix up WELL DONE AND RARE!!!! Two very different things. First time here and id only come back to drink and chill....
BOTuVpBkuMoPtS6UbS-BWA,3,"I have been to this establishment several times. The food is decent and the environment is very fun. I would try the scallops with the mango sauce! The prices are a little high, but I guess that's expected right on the water. When the beach is busy it is almost impossible to get a drink on time and the staff is not very friendly. Fun place to visit with a large party, but as for an every day restaurant.... I would not recommend."
OGsFMAj6gJ1w0n5Gqdm4Yg,4,The Coconut Mojito was amazeballs. The food was just pretty good.
JdqyvFButEKgGDlQqyjR1w,3,"Food is just okay, but the location is AMAZING. 

There is a barefoot bar on the beach with sand everywhere. It's right on the water. There's also cozy fireplaces to sit around! Great location."
IOHETizZaE64eSrplLVrHA,1,"Uhhh...tourist trap? Starts on a Sunday with no where to park but valet....sorry not validated.....parking. 45 minute wait for table. Seated and waited about 10-15 minutes before some waitress asked if anyone had served us.....seriously? Ordered the taco salad. The meat was clumped as though packed in a can before dumping onto the salad. The garlic bread was tasty, but a bit stale. When this place says"" family friendly"", they aren't joking. Felt like I was at McDonald's play land. Kids everywhere playing let's have a foot race, and commando raid, while absorbed unconcerned parents confused this place with the park playground. The icing on the cake? Family of 4 whose immigration status is highly suspect. Two little girls who scream like banshees, as loud as possible, at the slightest want gone unsatisfied. Obviously they need special help. Meanwhile the grunting fat father does not even bat an eye at the commotion, and only gets involved when one of them runs towards the bar.
On Sundays this place is LOUD. Add to that the playground for children, the valet cost, the WAY overpriced tourist quality grub, gets no stars (I wish) and no returns. I urge others to find another scenic restaurant."
T5lqrkLj6Ss2WOIB9NY5YA,3,"When we arrived, only option was valet..$5, then we wanted to enjoy outside feet in the sand for a couple drinks and food, went to go out to the tiki where we were stopped for another $5 per person cover charge for the DJ..So $15 before we have The opportunity to give them more $$..we opted to eat inside, must say food was great, our server James was awesome, however won't be back..too many options in our great area where they don't hit you up for money before you get in the door."
08viOztiNYpZ-S4MfusKJw,1,"We were very disappointed with this place, it took 20 minutes for the kids drinks,45 minutes for chips/salsa appetizer to come out!! And it took almost an hour for the food to come out, then it was cold.We didn't complain, service was Horrible we will NOT be com"
Vv6DeH4WvBz-c8gxvdD-yw,5,"Where do I begin. Well after long nights yelping and researching for a good spot for my daddys 51st birthday I came across good ol Whiskey Joes. At first my dad didn't even want to go out but after a few coronas  and getting him all spiffy like as real live goodfella he was ready for a good time and that he had. We started off with frozen Jose Cuervo margaritas and him and my mom with a side shot and our appetizers. It was a party of 16 but just to name a few we had there cheese garlic bread which wasn't to grand, there shrimp scampi that my sister devoured, the wings were deeeeelish and so was the kalamari (so my family said because I don't eat no seafood). Oh and might I ask there mud slides were GREAT. The plates of food were gargantuan but all around the food was good. They had the Ketel One girls there giving our free shots and taking pics with mi papa and he was in heaven. Our waitress was slacking because she could handle such a big party plus three other tables. That was the only down fall I believe with parties of eight or more you should get your own waitress for the night. 

 After all the good times at the table we went to the dance floor to tear it up. There were some crazy characters on the dance floor but that made it all the while fun. I hated the peanuts people got to eat because they were EVERYWHERE! NOT GOOD JUST A MESS. There was even one guy using them as confetti. The dj Short-E was pretty good he had us on the dance floor all night and having my dad like the king of the joint. He shouted out my dad the whole night and got him even more free shots from the vip table. It was the best time I had in a while so if your looking for a family outing but with a jamming good time after, Whiskey Joes is a 20 in my book!!"
GB1OfqRLt9cGHV1_puEOyA,5,"I came here for lunch on a Saturday. The place was packed. Must be over 500 people here. I ordered the Black Bleau Hamburger. It was very good. 

I would recommend it to anyone. I would also recommend my server Sara. She came over to the table several times to check on me and to answer any questions I may have. I will return here in the future and I will ask for her."
3h1O8PpJqblAOpaTNyI0bQ,1,This place is Satan's tourist trap. The food is worse than cat food. The service was a special kind of terrible. It has a great view of the bay though which you get to see such classy things as a woman going to take a piss. Save yourself and stomach and skip this hell hole.
mqtxeafUc3RUlRg3ukUC3w,4,"This would be a full 5 if the prices were just a little bit more reasonable! I also never get my favorite drinks made the same way twice which makes me feel nervous each time I order 

The atmosphere and location is one of a kind and it keeps me returning!"
HaLnMd7MOMkQI8bnqppOYA,3,"Great sunset view, but the food's not bad either.  A past visit left us underwhelmed, but this time we truly enjoyed our meal.  Fresh oysters, a delicious grouper sandwich and a chipotle pasta prepared just as requested.   It's not fine cuisine, but it's not intended to be such.  Relax, drink, eat and enjoy the view."
8V8tPzhkGK6yecuzlThkNA,5,"Been here several times and always good.  Tonight my wife and I took my parents for their first time and had great food and a fantastic server, Margaret E.(Maggie) I believe was her name.  Very sweet and excellent service.  She worked hard and made sure we had everything we needed and drinks were always full.  On the way out she even High Fived my 80 year old dad, that made his day.  Thank you Maggie!"
3_NL9FiRps6Q0ocPfaW9OQ,3,Went here for dinner on a Monday night while on a business trip. Nice atmosphere and our waitress was pleasant. Self parking options are limited unless your willing to circle the lot until someone leaves. Toll beach parking is close or valet.
sYc6FPcZtkwF1rZFUr0ryQ,4,"Great sunsets from the out door bar! .... but 
food is average at best especially for the prices as your def paying for waterfront atmosphere . Will go back next time in town ..."
SAVL1kvlTtSYYpBwBPzOQg,3,"Went in for lunch around 2 & I ordered a burger, my friend got a grouper sandwhich. Food was very bland. About as much as I'd expect from a beach restaurant. The drinks were most likely made from syrups, not fresh fruits. I ordered a wild berry mojito that was supposed to have fresh berries on top or muddled in (not sure) but it had a cherry on top (The kind that stay preserved in jars for years and years to come). 
 Servers didn't seem to care, but ours did a good job so that was fine. 
We had to take the handicap ramp out because I had a stroller, servers sleeping in back room on the way out. Friendly chef on the outside of door, but he was smoking - So all in all 3 stars. Not bad, not great."
Vj_PtHManwz2sMmAKeg96g,4,"This place was great. Great views over the water from almost everywhere in the restaurant. I ordered the Maui tacos and they were delicious. Another person in my group order the fish and they stated it was amazing. The service was great and the staff was extremely friendly. I did pay with a credit card and they do not have a machine, so they had to make a carbon copy (old school paper way). I was shocked with that, but food was great and I would come back here to have some drinks and enjoy the view of the water."
F04DzjRFlSQObFX8dHT6dg,4,4.5 stars really! This is a great place to eat and drink on Tampa Bay. Sitting on the deck with a cool breeze and a stiff drink this becomes one of the places where you forget your worries for a few!They may just have one of the best locations on Tampa Bay for the view and with the out side deck and all the giant windows weather you are outside enjoying the breeze or inside to beat the heat you have great views of the water. The food is good but I feel the menu is a little limited which is why I gave 4.5 instead of 5. A little pricey but not too bad.
I0a6enrOCFR0slingUCL5g,2,"I decided to try this place with some friends and we came out disappointed. The calamari and fried alligator came out soggy instead of hot and crunchy. There wasn't much flavor to the appetizers. 

We shared 3 entrees: gumbo, jambalaya, and seafood mac&cheese. The gumbo lacked in the seafood flavor. The jambalaya was average. The seafood mac&cheese was a disappointment. For $20, I expected for different types of shellfish in my mac&cheese. However, all I got was a plate of mac&cheese with tiny bits of shrimp mixed inside.

The service was okay but a tad bit slow. Our waitress checked on us once but never refilled our waters until we had to flag her down & ask for a refill.

The one thing that was enjoyable was the view of the ocean we had at our table."
sZuIQFwdhglj8CDPV8kHlg,2,"Great view, location. Food was mediocre at best. Ordered signature tequila garlic shrimp appetizer- it was not very good....tiny and very few shrimp. The grouper entree came out cold and was small for the price. Net not a repeat for a meal, but a drink at sunset is a maybe."
GeuYaVG5qmmJLu6pOe59PQ,2,"OK place.....views are GREAT......service not so much.  Bartenders need lots of help in acknowledging those at the bar.....let alone the dinner table orders from their waitstaff!  One blonde behind the bar was rude, in the way of other bar staff, and slow.  Should be fired, or at least relegated to the kitchen.  Can't work in a busy environment.  Sad.....could be a Great place!!"
JMNJpYg45SFsxK1SELOWtw,4,"Ok so this has become one of my favorite spots in town the garlic par wings are too die for, they have a really great vibe both inside and outside at the beach bar their loaded sweet potato fries are  awesome all around great time the service could use a lil improvement out at the beach bar ."
9XK2OjpDEa__A-JE3g1hpg,5,So me and my fiancé chose to come here because it was on the water. We brought the baby with us. I had read other Yelp reviews and they weren't that positive. But we gave it a try anyways. Upon getting there we weren't even greeted by a server once sat. But our server JAMIE made up for it all. She was first class and made sure we had everything we needed. Constantly checked back and took it to another level. I highly recommend her and any of her sections. She knows what it means to give good service. It's servers like this who make up for others mistakes. She made me and my family's experience memorable and us want to come back again. Great queso dip and pretty decent food. A must for anyone who wants to be by the ocean and enjoy some food and drinks!
bHQLbkSRfazwOpT4ivThTQ,2,I was not happy at all. I'm a foodie so I'll give anything a try. I should have know to turn away based off the other reviews. I'm in town for the weekend and my hotel is next door. I went to whisky joes and was served soggy fried fish. Not only was my fish was soggy but so was my friends. We order the Jamaican White fish. The batter wasn't cooked all the way.  Our server was polite. I can't fault him for the cooks action but for that they are getting 2 stars.
RtKZI1AY5GCXibiJDU3gpw,2,"Parking is non existent and painful to maneuver after rejection - the lot is so ill conceived that we sat in a line of vehicles just trying to leave. Once in, the band plays outside (brilliant in Florida summer weather) and the service was ridiculously bad. When someone DID finally stop to take our order, they had attitude. Finally went to the bar when I wanted a water refill...the water is self serve out of a bar top machine. Except..it was empty! And no one behind the bar cared once we got their attention. The food was horrible. I ordered what I thought was shrimp and it came out in a bowl. It looked like shrimp soup. I was told ""oh, it's a dipping sauce"" what? Ick. My husbands burger was dry...and he couldn't get service at the bar either. When I asked for a to-go box, the server sighed mightily and told me she'd have to go inside for that. 15 mins later, I saw her trudging up the walkway for said box. Needless to say, I will never go there again and my shrimp soup ended up in the garbage. Even the dog didn't want it."
Bg5GkpAntCU9xMqlgmpjig,2,"It was very astounding situation at the front desk that we stepped in and they just looked at us without saying 'Hi'. The hostess looked at my face and stayed quiet for seconds. I couldn't stand being awkward,therefore, I started saying Hi to her.. No response once again.. So I said We are a party of four, now yes, 'follow me..'. 

Food was literally mediocre. Just a seafood restaurant by the beach. Table service was just slightly different from the hostess. Only thing we're impressed is the atmosphere by the beach.

Sad to say Being respectful should be the basis for the good human being. Hopefully, you just forgot NOT be on purpose. Otherwise,  :-("
E25FVF87m1wxTrSoKEf_Mg,4,"Whiskey Joe's has great views of the Bay and is only a couple of minutes from the airport.  Its very popular with my coworkers for happy hour, but tourists will also enjoy the relaxed atmosphere and views.  The food is fairly good. I'm a fan of their nachos, fried calamari (that includes breaded and fried green and red peppers) and the cocount shrimp.  

Whiskey Joe's is located right on the Causeway and the drive over the Causeway is one of my favorite. I highly recommend this place for locals and tourists alike."
O-kjEMoTsdVISmvSBJWhGQ,4,"Parking is rough but they have valet which makes it easier.  It's crazy busy on the weekends.  My favorite time was a random Monday afternoon and just sitting outside for a bit with the water made my day.  The drinks aren't anything special, but hey the ambience is quite nice when it's not crowded. It makes me feel like I'm on vacation! Water, warm sand, and tiki huts is all I need!"
gEuJjhv1CcD3i4Nk70Hb-A,1,"Bathroom filthy, I wonder what the kitchen looks like? Our group had steak tacos-bad, Mac & cheese w crab & shrimp, couldn't eat it, waitress told us ""don't order that"" we should have listened! Burgers over cooked. For 7 meals no drinks paid $160. Not incl. Tip"
RwIgGdve4XEGo6iIfcC7IA,4,Good bar food!! Great location with outdoor seating and water views! Pricing is great too for the amount of food you get!
AHDUWm0-5zWDH9Ko1HngCw,4,"the wait staff is friendly and efficient. I ordered mussels that had the best taste, but half weren't opened, the waitress immediately took them back and placed a second order, there was only one closed and I didn't mind because the sauce they are in is fantastic. I ordered the steak tacos and they were pretty bland, even with all the toppings on it....it was a bit pricey at $11.99 for two soft shell tacos....my bill was $31 for mussels, two tacos and a $5 beer....but it was my date night with myself"
VbtuSjPLcc_Attfu9-knVQ,5,An absolute gem in Tampa. Premiere piece of real estate. Stunning views and the area on the sand is great. We had the mahi mahi bites. They were delicious. I wish it was a little warmer when we went. Defenetly would be back. Service was friendly and fast.
JZlBbHnatlH_WK3R6GjlAA,5,"Love it. Me and my friend went there for lunch. We got a very nice seat outside right next to the water. There were a lot of food. I could only finish one taco and take the other home. Staffs are super friendly. Thank you to our server, Tiffany. However, I don't like they only have valet parking."
TzEFkNUFU_sqUZTvbv_goQ,5,The food is AMAZING !!!!!!! If you want fresh and i mean fresh sea food then this is the place that you need to come.
rzkTBOduKTSdmR63Aa-xew,1,Dirty... And just needs a total makeover.. service was horrible... Bartenders were rude and had no customer service skills..
1mH7lzLe8GreZF5D8A87Kg,3,"I came here this past summer with a local friend while working in Tampa for the week. The location is great - we had a table with a view of the water and then ventured to the outdoor tiki bar after dinner. The service was good, nothing over the top but good. The food was the same - good, no complaints. I had the coconut shrimp as an app and then the shrimp and crab louie salad for my dinner. The salad was loaded with ingredients that all went well together. I would come back here again if I were in Tampa. Nothing stood out besides the location, but nothing was bad either."
aOKNcA6PxsRaGYKO21h3og,2,"First time here, I arrived before the rest of my party. I decided to grab a seat at the inside bar while I waited. My first impression is that this place is not cleaned properly.  I chose a seat near the beer taps. There were fruit flies all over the place- all over the tap drains, the alcohol bottles,my personal space. The bar was sticky and you could smell the stale alcohol. Not up to my standards of cleanliness."
ry1ViN57pCGIVdTAVi3a0g,3,"On a Saturday evening this is a busy place with limited parking and average food. You can pay $5 for valet parking or leave your car in the beach park next door.  On entering for dinner, the bar is crowded and the restaurant is noisy. For appetizers the onion rings were good; the steamed mussels were average (the cooks left 4 unopened ones in the serving, instead of just placing opened ones in the serving dish). The scallop salad was ok. The macaroni and cheese was creamy & had a cheesy flavor but was bland/boring.  The fish sandwich was not very tasty and came on a large sesame-seed hamburger bun that was not toasted. Drinks did not seem to have much booze. The margaritas on the rocks were half ice cubes.  The staff were friendly and the food came to the table in a short time.  We felt the drink prices were too high and the chef should pay attention to making the food more flavorful.  On the positive side-there was a parrot head event outside at the restaurant."
G6_9UuxXkVcWppdfHRcH6w,2,"This would have to be one of the most disappointing lunches. I read reviews and thought it sounded good so headed over before flying out. Food was not good, pizza tasted like a frozen pizza, blackened grouper tacos tasted undercooked and really no flavor, not sure what happened to the blackened fish. I would save my money next time and skip this place. Nothing about it impressed me. Too many other great spots in and around Tampa area. Sorry!"
mTOCi39L_szcVidhs9EBQg,3,"The food is just okay here...nothing to really write about.  The scallops were over cooked and the raw oysters were borderline (I should have known it to order it because it's not in season but being spoiled in Boston I thought it would be okay to order...thank God I didn't get sick.  

The view is absolutely beautiful.  The ambiance and bar is good too."
UygApAl4-3Jm6Qj2rCfCEw,5,"Marty the GM was gracious enough to contact me, and explain that the parking problem we experienced was a SNAFU caused by a county employee, and that it will never happen again.  He also sent a very nice letter of apology to our friends who were with us, celebrating a birthday.  And, he sent us gift certificates for our next dinner.

My wife and I regularly dine out.   Most restaurants don't respond to bad reviews because they don't care.  Whiskey Joe's does care about their patrons and their reputation, and made things right by us, and our friends.


Hats off!  We will be back."
mwf7kKwGL0WvUeG0M9CsWA,5,"Typical on waterfront  bar, huge place with outdoor seating and ALOT of indoor seating.. Oddly great service, didn't expect the attentiveness we got.. Great place next to ben t davis beach.. Mixed crowd with older folks, tourists and ""locals"".."
AwVB_CveBk905qAgT3ojyA,3,"Solid 3.5.. Place was packed & right on the beach. Sat on the deck looking over the bay. 

Blackened Grouper sandwich was excellent but the fries were just ok. Probably frozen and refried. 

Staff was awesome.. Very friendly and attentive..
Loved the beach motif and the atmosphere .."
bNDYtQ9JDSScXv-bbq6d_g,1,"Bring Your Own Fish

Stopped in for some ""Famous FishTacos""  after we picked my mom up from TPA for quick lunch and was super disported .  We all ordered the 3 fish tacos $15  which had very little to almost NO fish in them and little flavor.
My poor mom got the least and I felt bad as I was the one who picked the place!  The only bright spot in the whole experience was our server who was great. SKIP THIS PLACE"
RwD5I8eyMyr8s6drOWm_dg,5,"Can't beat the view or key lime pie!  Ask for Frank, he was a fantastic server.  As it was my first time he guided me through the menu and had excellent spot on recommendations.  Impeccable service.  Get a table on deck, can't get much more relaxed then this!"
#NAME?,3,Its on the water.  The food was ok and the staff was ok.  There wasn't anything that stuck out and would bring me back again.  I didn't think the waiter was concerned with our table at all.  Our drinks didn't get filled our whole meal.  Scenery is nice. Meeeeh. Ok.
otgJoma_5G5w2W_7cIcHnw,3,"Came to Whiskey Joe's on a Tuesday night for dinner with some work colleagues.  The view out on to the water is incredible, the decor within the restaurant is nice, and the service was very good.  The bar looked like a good place to hang out as well for drinks if you weren't in for dinner.  We started with the spinach, artichoke, and crab dip, then I had the fish tacos (baja-style) for dinner.  The dip was served with chips and was good.  The fish tacos were also pretty tasty, though not what I would call true baja-style, it's probably more accurate to describe it as ""baja-style-like.""  There was a decent beer and tropical drink list as well.  All in all, I would definitely give this place a solid 3 to 3.5 stars...a good place for dinner and drinks with an awesome view."
z_68kPydR1ZdSnRbfRsamw,4,"If you are from out of town and visiting Tampa, this would probably be the perfect place to stop by for drinks on the beach. It is convenient and not too far from hotels and has a parking lot. There is live music or a dj, an outside bar and fire pits. The beach-y vibes are definitely at a full 100 here. If you go for dinner or later, the sunset and views are pretty nice.

I was here on a work trip with about 30 people so we went outside to the beach area where there were tons of open tables. There are waitresses who will come to the tables and take your orders but there is also a bar where you can just go up and order your food and drinks. They were not staffed very well for tons of orders on the beach the night we came but our waitress was very fast and friendly. I would definitely give her props for how many orders she had to take and deliver.

The drinks here are pretty sweet. I would not recommend any of the margaritas or mixed drinks from the menu if you do not like sweet drinks. They are border line too sweet and will probably make you sick if you have too many. With that being said, they tasted good and you could definitely tell they had alcohol in them.

We ordered many appetizers and a few entrees. The food is not high quality but it does the job. I would say casual family dinner / bar food quality. If you want to try alligator they have gator bites which are fried and taste like chicken."
C-PSqBHuPlvCLXWkMovnuw,2,"I was less than impressed here tonight. The ambience and scenery is great. The food is mediocre at best, and the service wasn't my favorite. 

I ordered the grilled mahi with shrimp bertie. I have a gluten allergy and let the waitress know. I cannot eat grains currently (medical issue), and requested a side of collard greens instead of the jasmine rice. The waitress seemed very uncomfortable with this request even though I stated I was ok with paying the full amount for the additional side since they don't do substitutions. This didn't seem to sit well with her, so I just accepted her offer of double veggies because I didn't feel like arguing about it. 

A few minutes later, the waitress told me the sauce would be on the side since it has gluten in it. I would expect that in 2014 - in an area like Tampa - servers and chefs would be cognizant enough of the fact that putting a sauce on the side on my dish that contains an ingredient I'm allergic to is a ridiculous idea. Why would I want a sauce that is going to make me sick for 2 weeks to be brought out with my meal‽ I politely requested the sauce be left out altogether. 

The mahi was dry and overcooked. The shrimp on top were small and unimpressive. For $20.99, there should've been Gulf shrimp on this dish, not the tiny shrimp they serve at Panera. 

It's too bad because the venue looks great. But the servers need to be educated, and the food could use a serious upgrade. 

Sit on the deck and enjoy a couple of drinks. Eat elsewhere."
Fkgvr9O48yfhQLbp6m9V6Q,1,"Whiskey Joes is TERRIBLE! place smells like everyone and everything pissed all over everything. Even mentioned it to the hostess. They say it always does and people quit their job there because of the filth. Food was some of the worst served in a restaurant. Mcdonalds puts this place to shame. Service is a joke. I will tell everyone how horrible this place is.. Way over priced.. Warm beer, bread served half warm/half cold. All Sysco crap food.. Place sucks!"
5dNj1KhZQOZwhl7MP9liyA,4,"So, check it out, from outside, I thought, typical tourist chain - when I got inside, that was exactly what it was.
But, great points: not-so-typical-fare like gator cakes, and gator bites. Great seafood gumbo, and the service was on point.
Live reggae music on Sunday night and a gift shop for t shirts and hats and such.
Honestly, the bartender rocked and the food was good. The mussels were good enough for me to eat all of them and not regret one morsel.
It's a fun place if you happen to be in Tampa and have nothing else to do."
2BwjXw50Ad2BzGanNk3V5A,4,"We've been wanting to go to this place for a few weeks. We're very new to the area and decided to try it out the other day. It was pretty slammed there. They actually have valet parking. I'm not sure, but making a reservation is possible. We started off at the bar, but ended up moving outside. We ordered the whiskey pepper dippin shrimp (I had them put the gross feta on the side) and it was by far the most delicious shrimp dish I've had...maybe ever! 
My fella ordered the grouper with rice, broccoli, and got a GIANT Cobb salad (he had them bring out the salad first). The salad was amazing (juicy grilled chicken, bacon, mangos, and more) and could be an actual entree (without blue cheese, please). I got the fish (pollock) and chips. The seasoning on the fries was yummy and the fish was well-flavored. I will say we probably won't order all this food next time. We were wicked full after inhaling the app and salad. We had some full to-go boxes. Even though it was very busy, our service was solid and waitress was efficient. We'll go back again and try other stuff :)"
