CUST_ID,BALANCE,PURCHASES,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT
106,870.7993501,197.06,5,1000,499.7257418,0
107,11503.51083,2084.48,13,21500,3022.812369,0
108,2257.745941,5779.36,97,6500,4604.203791,0
109,3138.917853,1025,2,7500,629.50543,0
110,19.04888104,689.7,10,10000,707.0130358,0
111,1014.112703,944.96,9,1500,1818.87103,0
112,918.7252443,1039.2,11,13500,1954.462489,0.083333
113,6947.606118,4059.93,14,7000,3359.765215,0
114,1600.047448,4075.37,31,6500,2193.792874,0
115,50.09945815,870.24,24,8000,786.7329831,1
116,12342.59836,9792.23,216,20000,12796.52871,0
117,113.066815,2463.12,46,4000,2502.308306,0.636364
118,109.4105202,1859.34,4,20000,3001.451097,0.25
119,5673.413558,3488.49,46,7900,0,0
120,2644.74336,7283.31,77,11000,14755.70059,0.25
121,1140.205181,295,2,1200,464.6513936,0
122,887.4313056,648.22,27,1200,1036.990069,0
123,1458.424752,557.19,5,4000,438.4297382,0
124,117.849514,469.98,6,1000,384.5595498,0.5
125,803.8161057,131.64,12,8000,2994.076528,0
126,649.16659,5078.14,42,15000,4883.920833,0.916667
127,1020.92574,924.6,12,1000,1200.241906,0
128,377.83287,1975.4,17,4000,1646.524785,0
129,1016.274659,10221.35,130,10500,9672.849823,0.75
130,22.61459877,300,3,12500,284.0726901,0.181818
131,11108.28594,5715,90,14000,4608.352934,0
132,2050.291369,766.61,12,2300,0,0
133,365.0563882,3535.8,44,20000,2920.684324,1
134,37.73857458,256.11,5,5300,881.8407298,0.166667
135,955.1964534,2697.48,39,2500,1744.755371,0
136,2618.277491,117,3,4500,17561.04049,0.166667
137,5.266013181,196.81,3,12000,0,0
138,108.4101178,653.73,15,10000,461.174246,0
139,174.7265324,2009.05,22,1200,2585.196257,0.142857
140,1587.961727,147.78,2,6000,1126.588597,0
141,820.5111735,516.54,30,900,593.7588825,0
142,881.1137904,969.56,6,2400,0,0
143,1019.49733,311.45,15,1500,274.4881422,0
144,35.68065488,280.4,3,6150,232.4641249,0.090909
145,173.5094397,66.14,2,6000,0,0
146,39.03437767,79.2,1,4000,1780.73209,0.083333
147,5300.551687,1453.32,18,16500,1373.384808,0
148,4238.712608,756.54,15,4000,1159.334162,0
149,5560.955607,3507.35,34,11500,1536.863532,0
150,294.1307995,3163.69,36,8000,2290.362793,0.888889
151,135.4893049,1343.19,33,15000,1143.07125,0.545455
152,2144.702699,873,5,8000,562.269057,0
153,45.69219007,370,2,23000,1141.058431,0
154,548.2928438,405.75,12,2000,1340.318068,0
155,22.96257289,261.64,10,4000,356.4623973,0.818182
156,8663.769856,1989.28,8,14000,4717.300362,0
157,4536.073387,10848.5,123,7500,9879.416176,0
158,1694.437609,645.32,2,1800,2801.449645,0
159,7841.819001,987.1,9,10500,1838.680502,0
160,6641.089153,1464.14,23,11500,1605.88598,0
161,64.89421225,927,4,5000,1240.765027,0.222222
162,5316.593936,393.62,15,10000,1928.590716,0
163,3692.680295,965.5,9,7500,979.6289953,0
164,837.7146029,336.41,9,6000,1033.903398,0
165,70.76279452,540,3,4000,540.208836,0
166,1109.133837,878.52,39,1500,577.3330656,0
167,7.164376846,144.26,7,11500,122.6998243,0.111111
168,2228.435955,493.85,10,2000,2882.06777,0
169,2256.166548,4490.69,52,8500,5252.897369,0
170,9138.835444,11188.62,151,10000,13097.79462,0
171,3125.380495,1829.2,17,7000,1010.038299,0
172,37.7241488,75.99,1,2700,76.00969831,0
173,5514.629849,1824.16,23,14500,1383.370679,0
174,6382.867006,9325.22,5,8500,10197.38384,0
175,27.84108415,100,1,4000,131.2818332,0
176,4551.038484,1431.89,39,4000,2165.10688,0
177,2754.380225,2260.41,25,8500,2265.561152,0
178,2535.947134,10410.49,41,19500,10122.22766,0.363636
179,1115.557542,990.7,13,1400,551.0182749,0
180,295.2311068,3034.92,12,2900,3044.459114,0.083333
181,1274.866623,1038.81,21,5700,1255.778673,0
182,2506.880516,2641.98,41,3000,1906.534044,0
183,3765.944298,1189.52,12,8000,0,0
184,7421.501877,300,6,12000,2121.023508,0
185,3644.961709,126.69,5,10500,2605.053956,0
186,49.26316229,247.09,7,5500,408.5181111,0
187,1778.600497,301.1,10,1950,565.6941888,0
188,3404.756336,1112.2,4,7200,0,0
189,236.3361318,2410.07,15,4000,3891.169544,1
190,1260.484801,5350.19,101,8000,5822.578741,0.166667
191,530.3161358,630.03,1,5500,433.9736173,0
192,2735.254089,3197.24,49,3000,3641.307486,0
193,7.323881018,133,3,3000,125.9486857,0.181818
194,452.4012023,1646.16,33,12000,1154.516611,0
195,6.379546453,79.66,12,1500,74.64938645,0
196,10539.77167,319.92,12,12000,11058.53017,0
197,7795.883355,3677.52,98,12500,2569.564923,0
198,2222.889605,1041.63,14,4000,3151.943309,0
199,1069.842626,675.96,12,1000,1872.536561,0.083333
200,21.41926126,193.14,5,2000,241.5428503,0.25
201,183.9674722,1703.23,13,11500,1382.544675,1
202,24.14411147,234.16,4,1500,443.7354741,0.5
203,1070.831579,1322.67,28,11000,724.9586018,0
204,5229.651313,1607.88,84,13500,1561.258496,0
205,2207.300214,3183,2,9000,3948.832732,0
206,3146.426727,3014.23,93,4500,1277.34857,0
207,2112.554281,7323.38,81,3000,4112.057928,0.083333
208,7825.495216,8533.54,72,10000,4912.896339,0
209,596.5732762,408.93,10,9000,2112.736456,0
210,8387.236869,3999.92,14,7500,5126.354506,0
211,1158.403343,2980.46,50,6000,1149.542409,0
212,2980.594554,560.73,11,7500,736.431778,0
213,84.78652295,569.9,3,9500,683.8206081,0.083333
214,2364.69813,6186.77,38,10950,10532.99601,0.083333
215,484.4498954,4550.81,99,8500,4068.949185,0.916667
216,3519.074926,150.8,2,7500,909.9549359,0
217,166.8806023,1385.1,21,14000,1346.041427,0.833333
218,4818.852215,32539.78,98,11500,25567.31804,0.083333
219,5727.126485,410.24,21,16500,12426.14544,0.083333
220,1922.327335,126.57,4,2100,449.4339276,0
221,29.19325302,380.89,1,5700,0,0
222,1592.343683,414,9,10500,5914.801247,0.5
223,1422.974131,2010,14,8500,808.93192,0
224,6936.068731,4693.15,12,13500,5053.313896,0
225,1187.468305,498.96,12,1000,802.4878928,0
226,658.7914837,224.2,9,9500,569.0244747,0
227,2357.664907,2856.57,62,2500,3069.185323,0
228,2672.106083,409.63,12,5000,562.2977716,0
229,85.76440969,843.34,17,6500,1065.322618,0.5
230,299.585094,2236.49,34,10000,2047.668319,1
231,6020.365953,464.51,10,6000,1576.038276,0
232,3811.313448,1779,2,5000,798.0245268,0
233,44.18494074,456.36,14,6000,387.8364328,0.333333
234,580.6922572,5758.71,48,2900,7968.787681,1
235,1371.780225,245.98,2,6000,2058.170789,0
236,2618.586429,733.9,13,3000,1550.002617,0
237,210.2690326,1641.07,15,500,1594.346498,0.636364
238,3667.234952,674.73,12,4000,1250.71648,0
239,2923.142165,2702.47,27,11000,7809.411499,0.083333
240,374.3194386,1579.15,15,2700,487.714145,0
241,212.8664426,2161.38,41,4500,2038.44609,1
242,180.842473,1482.19,26,6000,1383.123102,0.666667
243,135.8118939,1446.05,16,3500,1339.867928,0.833333
244,545.6161331,397.06,12,2100,0,0
245,49.1863879,498.17,14,15000,612.7243991,0.909091
246,1406.02912,2009.12,36,2500,2529.88182,0
247,499.1498677,5359.02,60,6000,0,0
248,1042.095953,126.2,10,1950,286.7438579,0
249,39.71942156,225,12,1500,340.4609777,0.166667
250,0.452443476,734.97,16,6000,1204.395153,0
251,8444.950954,874.98,16,12500,2018.407192,0
252,2254.822244,445.2,4,8000,987.8365027,0
253,59.55930157,689.34,24,1500,439.853381,0.333333
254,4504.538636,2006.87,26,21000,20580.19499,0.1
255,2636.514,678,12,2500,1879.501907,0
256,354.2841906,3085.69,21,8500,2608.952917,1
257,101.3625393,1080,12,6000,1120.31941,1
258,705.1713798,2721.16,32,6500,5338.807939,0.083333
259,347.3021691,3095.96,32,14000,3858.12462,0.583333
260,2734.682395,71.07,3,9500,9105.85503,0
261,91.06304652,65,2,1200,710.5755415,0
262,455.5586,4786.61,61,9000,3830.864984,1
263,16.36443216,174.42,5,2500,373.5358435,0.75
264,3051.68663,242.88,12,13500,5930.464664,0.090909
265,921.0489192,216.94,3,3200,211.1880086,0
266,1045.75597,2246.3,8,6000,31539.98435,0.8
267,1361.190108,361.73,2,1500,520.9412823,0
268,76.74771751,330,1,1800,315.3891057,0
269,246.6649215,2854.11,51,9500,2323.205248,1
270,15.63088952,390,7,2000,328.6084425,0
271,1926.577893,422.18,12,5500,3031.595592,0
272,1039.349871,1005.52,33,3000,1735.589962,0
273,3318.0184,2132.93,74,11000,8823.856716,0
274,22.13803225,284.72,16,5000,319.212641,0.8
275,1579.089875,3244.16,29,11500,6021.707721,0
276,8404.8614,2490.17,8,9500,3582.495032,0
277,33.93040964,1098.31,1,4800,0,0
278,44.94657676,636.15,5,8500,916.1121363,0.181818
279,1953.667447,3018.93,99,5000,3890.094898,0.166667
280,91.63032751,1222.97,16,19500,1035.408876,1
281,5111.987845,110.18,4,6000,1829.687636,0
282,589.1169968,983.77,15,2400,427.9352757,0
283,76.91372912,423.24,9,11000,291.278798,0
284,1948.11487,6079.5,31,7300,19954.1828,0.416667
285,744.2441683,439.38,2,1200,226.9875543,0
286,1343.366915,1207.25,59,1200,1213.663244,0
287,242.4978443,259.13,1,2300,2669.132811,0.25
288,5407.071213,1627.69,49,5500,2534.244762,0
289,395.0994349,5749.96,50,12000,5611.459059,0.833333
290,8574.132741,1490.94,25,9000,2031.684414,0
291,1024.528216,5068.88,76,4500,4086.953175,0.083333
292,2230.811737,1067.28,30,2000,1968.651303,0
293,8.392468395,64.12,2,7000,189.4575515,0
294,10925.77749,6855.59,39,18500,4505.165564,0
295,140.2692925,1631,7,2500,2592.145591,1
296,256.5041714,180.91,6,1400,751.0404409,0
297,12260.59649,136.88,2,14000,3806.324674,0
298,1077.417365,343.21,4,1500,974.6325539,0
299,458.0713683,5708.18,47,4000,5755.122355,1
300,73.02452505,699.12,24,2500,655.2903218,0.583333
301,510.9194122,245.39,7,4000,337.6469342,0
302,647.0902891,98,2,4000,206.9175921,0
303,1385.071255,857.36,13,6550,3142.101816,0.083333
304,1473.116591,2747.12,4,5000,4821.241934,0.1
305,11447.14028,11147.33,126,11000,7614.937442,0
306,203.5552647,600,6,1000,254.605592,0
307,4302.444687,255.12,11,8500,1657.369235,0
308,990.0699816,1221.53,2,1200,1502.196389,0.25
309,2144.41813,780.64,22,3500,719.8438479,0
310,407.6306201,1532.1,14,5000,1926.00025,0
311,1979.888862,778.33,28,2000,1292.342238,0
312,3496.062222,964.06,8,6000,612.679193,0
313,130.3643014,1667.13,38,13000,1732.055679,0.25
314,3005.396917,1088.83,6,9000,6208.257774,0
315,155.7069977,648.64,5,2500,0,0
316,154.8095429,1897.92,5,13500,6101.029499,1
317,59.32538273,1263.29,25,9500,1416.452522,0.4
318,17.33140092,200,2,1200,0,0
319,4664.825384,340,1,6000,2233.172195,0
320,307.0340824,1277.58,20,7000,548.7003265,0
321,688.4425768,4117.24,229,6000,4823.661589,0
322,10080.50172,226.23,5,15000,1969.704119,0
323,6195.043183,3970.8,64,7500,3615.101859,0
324,128.617463,1346.9,14,8000,1481.107765,0.333333
325,1401.642414,1050.83,24,5000,4788.020816,0
326,497.7639809,1364.99,7,2000,1865.599379,0.2
327,6060.440992,7553.48,85,13500,4947.776823,0
328,1763.538542,570.16,20,9000,6229.780154,0
329,3825.750867,566.28,17,4000,1343.86055,0
330,6155.509243,137.34,1,10000,1693.119858,0
331,4440.889626,332.82,25,5000,6165.227275,0
332,537.0246643,1377.72,5,2500,178.3974922,0
333,7188.399505,360.7,2,8000,5352.480707,0
334,4041.657568,222.64,11,4500,984.8940064,0
335,4063.867172,1634.74,38,13000,1147.227307,0
336,4720.448252,759.15,12,6000,1042.916231,0
337,39.26298078,243.36,2,1800,502.8036409,0.25
338,617.2844527,519,9,4500,600.882234,0
339,3321.277269,3055.87,26,4500,2314.420534,0
340,5563.471835,2470.4,19,9500,3169.087469,0
341,581.1801126,1671.6,48,1800,1025.69885,0
342,48.84871385,903.36,6,15000,485.0355153,0
343,23.13921473,229.5,7,3150,400.110727,0.714286
344,1457.455094,1476.19,23,2500,1631.655758,0
345,5278.3465,2506.89,30,8500,1161.671451,0
346,4699.128519,2570,40,4500,3326.202708,0
347,10265.12003,238.34,5,15000,1091.772215,0
348,1282.669651,1342.36,27,4000,300.4064685,0
349,89.47919354,786.32,7,7500,967.1808614,0.666667
350,113.010847,1450.68,20,6000,1739.397411,0.454545
351,430.4341482,1239.46,14,1500,393.1193364,0
352,1725.78979,96.75,7,1800,439.2378762,0
353,1509.774391,4106.15,50,12000,8814.759455,0.5
354,641.4420896,2022.38,19,6000,950.2343943,0
355,236.4172502,3654.08,32,2500,3241.847553,0.333333
356,1040.342026,883.73,26,3000,657.8507042,0
357,833.9101982,795.54,20,1700,1939.509374,0
358,2099.192716,1382.57,33,2400,1459.380806,0
359,50.97710566,565.5,14,8500,2614.020865,0.25
360,5903.520544,4462.86,103,11800,1693.473625,0
361,208.4228013,1726.67,4,6000,4924.765832,0
362,5323.158637,217,2,9000,10785.63643,0.166667
363,2510.881562,1748.73,31,6500,2488.692673,0
364,1026.470698,50.98,4,1200,296.5066591,0
365,3368.959282,378.04,4,11300,4334.97138,0
366,4342.923048,1483.12,30,5000,1381.251862,0
367,165.8003705,6407.67,44,14500,3495.936977,0.3
368,902.1610544,70,1,8500,532.7153748,0
369,43.57383657,449.96,8,7000,1018.745018,0.6
370,412.6383098,3355.33,27,6500,2231.017979,0.363636
371,260.9529157,3220.09,24,15000,765.4914712,1
372,220.3402299,6558.55,74,7000,5371.627456,0.916667
373,303.3762589,4305.05,38,9500,4310.059296,0.666667
374,7466.627431,262.1,5,13000,1611.680163,0
375,141.4075451,1626.83,17,13000,2081.403346,0.571429
376,4074.049965,3522.57,25,6000,1128.179812,0
377,874.8761912,8194.05,121,6000,7157.571383,0.583333
378,934.2428507,1604.8,11,4500,204.7420707,0.083333
379,3651.94512,709.9,16,7000,826.0788485,0
380,12995.0446,174,3,14000,3443.13237,0
381,134.4075336,913,5,7500,1754.511764,1
382,2429.721355,606.62,14,2750,1098.305059,0
383,1236.374923,1447.01,19,2400,668.1571886,0
384,12963.64378,41050.4,157,17000,34252.29825,0.083333
385,84.62298397,727.27,11,20000,898.2464467,0.916667
386,810.4428332,1869.88,30,4000,905.713107,0
387,140.0999972,182.94,10,5000,1522.87151,0.3
388,50.14543144,379.28,7,2500,678.5104256,1
389,1475.72682,874.94,18,1500,645.2258658,0
390,2862.679285,26402.39,114,16500,24350.82742,1
391,5284.797515,1752.15,53,10300,1440.594904,0
392,34.02226341,400.41,11,4500,376.6154727,0.666667
393,2579.842578,13771.63,83,14500,16908.21869,0.25
394,3365.444335,1172.68,7,9500,4372.462916,0
395,4703.251287,1653.6,14,5000,3138.663618,0
396,1255.681241,4238.79,33,10500,3198.6474,0.083333
397,96.13506568,907.37,12,10000,844.9742508,1
398,42.22560912,569.34,19,16500,685.2408109,1
399,1990.043421,305.78,14,1500,556.8863024,0
400,14594.5037,529.3,10,19000,2196.383981,0
401,4250.462285,2001.19,30,4500,3083.192146,0
402,275.9901516,1020.47,27,6500,1097.922901,0
403,4567.819694,4754.32,43,9500,1895.615574,0
404,4866.309136,331.95,2,8000,4654.938191,0
405,3813.506481,1490,1,12500,589.4935548,0
406,78.74848186,558.28,14,8000,583.5608511,0.333333
407,1349.657657,1477.44,10,1500,560.7519402,0
408,202.6912392,1051.1,13,3000,1231.214376,0.375
409,2243.796832,2242.26,42,2850,1880.193873,0
410,1028.365579,179.24,7,4000,229.6896594,0
411,2395.343092,972.65,15,5500,788.0023498,0
412,3130.13726,4620.34,21,7500,6612.511858,0.083333
413,73.13690312,1023.8,2,20000,5839.853775,0
414,3617.740532,6344.3,54,12000,3056.49724,0.083333
415,7595.450365,1549.61,19,17500,1846.162348,0
416,71.49954463,734.11,6,5000,1520.026345,0.5
417,5202.534918,2274.21,60,5000,4720.247404,0
418,2330.583793,1635.69,33,3000,1434.939137,0
419,59.20840939,627.03,8,6000,1650.575449,1
420,1236.993858,55.5,1,3000,3317.447299,0
421,76.31184281,277,2,8500,836.8720516,0.333333
422,987.8996214,7479.95,14,15000,7501.735494,0.888889
423,5669.220005,3937.59,54,9500,1279.639336,0
424,539.1131324,6300.4,21,16500,4873.475572,1
425,281.9522748,1856.64,12,1800,1741.388622,0
426,460.2027113,4924.41,48,10500,3299.702213,1
427,932.5328298,1308.11,8,1500,259.2146411,0
428,11468.44808,49039.57,101,22500,46341.53315,0.25
429,9880.595524,4604.72,46,9000,3800.503834,0
430,9100.669574,227.8,4,9500,6717.061415,0
431,1396.533964,2327.49,18,6000,2184.108614,0
432,1625.457336,1199,1,6750,12417.67208,0.111111
433,181.1699389,1174.76,41,4500,1248.988089,0
434,4984.249319,469,4,7000,2485.53736,0
435,167.8772685,133.39,3,2500,183.6054778,0
436,1218.252529,10700.63,222,6000,9682.692342,0.818182
437,1237.531791,11313.77,98,6000,10315.86541,0.833333
438,4213.116201,3525.37,66,15000,14011.14517,0.25
439,27.45917546,258.74,16,12000,535.6962027,1
440,3479.926958,2448.6,12,1700,209.8992684,0
441,22.57728564,293.99,6,12500,278.3624182,0.333333
442,10128.44652,709,3,10500,2356.983613,0
443,2243.442926,1628.07,8,5000,595.8684616,0
444,12.66310739,165,1,15000,0,0
445,3670.753388,11681.64,141,10500,7402.273591,0
446,982.1459936,98.97,5,2500,3353.93735,0
447,8256.707825,1142.15,10,9000,2092.791487,0
448,1904.017516,1494.5,8,8500,2022.142265,0
449,236.9794026,646.24,1,10000,566.4567854,0
450,316.8488098,3608.88,37,15000,2418.789455,1
451,2831.610646,12465.21,79,13000,9290.657774,0
452,15985.8357,7823.74,62,19000,10686.29096,0
453,2475.988965,27957.68,70,9000,25116.05724,1
454,50.78428828,372,7,4000,637.5492006,0.2
455,3802.164601,1841.62,21,7500,7206.481306,0
456,2606.522985,1678.07,33,6500,690.9705729,0
457,8021.487046,11674.64,93,16000,9957.59596,0
458,1713.730893,2094.38,17,4500,606.1325826,0
459,2040.143064,411.38,5,2500,1336.424866,0
460,9.65277219,99.19,7,4000,223.2510481,0.166667
461,358.5247073,525,1,2500,3557.760667,0
462,6005.537366,1956.06,48,11500,1691.977924,0
463,276.8613219,1750.51,31,3500,2036.083298,0.25
464,2928.09107,386.12,9,4000,4064.192288,0
465,767.758428,625.46,10,7500,707.6554543,0
466,2661.194882,963.13,16,7000,530.3130365,0
467,206.7232413,2011.81,8,2100,3384.873117,0.8
468,6117.648216,99.5,10,8000,1886.969528,0
469,96.63682436,1084.09,9,8000,1581.341978,0.714286
470,4257.481205,207,11,8500,1621.440545,0
471,1188.502784,1757.47,80,5000,1345.582836,0
472,7372.474047,3837.59,52,9500,16169.9111,0
473,2167.037446,117.57,2,8000,5968.010903,0.1
474,35.06789715,1223.41,25,6000,1191.301979,0.8
475,5635.371101,1710.24,43,6000,1461.559893,0
476,862.6129284,8273.18,53,7000,7149.528378,1
477,2292.534619,619.93,24,4000,520.1731632,0
478,17.08028315,190,3,4000,305.7398002,0.5
479,3824.464172,7680.08,64,11500,2486.752305,0
480,1077.889166,9734.63,194,8500,7914.149469,0.083333
481,5136.392107,8403.17,117,13000,9147.459936,0.25
482,9.40701673,118.6,25,3300,121.7578416,0.1
483,3003.459622,11202.09,100,7500,7814.142723,0.083333
484,1572.132233,794.52,16,1750,1123.67089,0
485,513.7674978,1704.22,16,1500,641.4803656,0.125
486,1637.373907,1044.43,23,5000,1105.993724,0
487,2494.56067,3651.59,111,4500,7271.851856,0.083333
488,510.8525919,6477.6,83,7500,6555.01477,0.833333
489,287.7730744,1025.03,67,2800,1211.371618,0.083333
490,76.58846917,472.71,1,16000,601.2591373,0
491,2083.957049,733.35,11,3000,6948.939574,0.090909
492,4496.86702,3050.72,16,11500,19731.65346,0.166667
493,65.98808804,601.35,10,7000,683.0942751,0.25
494,171.8298201,1764.86,21,10000,1610.929504,1
495,275.06121,2352.2,30,6500,2494.87341,0.25
496,278.5088843,3877.85,29,12500,3349.31384,1
497,14497.03119,5958.17,98,15000,7225.145214,0
498,1741.300063,5969.33,92,16500,6753.185486,0.25
499,1624.397199,14604.87,219,15500,15903.29779,1
500,6214.981666,433.63,5,7000,1465.681598,0
501,5722.595042,2790.76,36,14000,1652.536332,0
502,352.2063722,571.32,3,4000,4782.707154,0.454545
503,1106.775007,281.25,9,1200,572.18426,0
504,2515.079894,1701.9,55,3000,692.2370585,0
505,8509.399187,14332.92,152,16000,6530.567998,0
506,65.79660794,490.6,3,18000,1182.655607,1
507,1774.368664,8371.19,87,3800,9087.707107,0.25
508,526.4677359,4552.44,15,5000,5703.177953,1
509,15.78800993,202,2,2000,185.7271866,0
510,3667.392481,6030.34,104,7000,15929.08952,0.090909
511,29.02814303,379.3,6,2500,512.9488893,0.181818
512,2755.694322,1877.24,29,8500,4427.727255,0.083333
513,382.7130037,3660.97,33,7500,4261.8183,0.666667
514,1056.313861,2281.56,29,20000,2033.631916,0
515,2514.261062,1919.66,34,6000,6694.101576,0
516,25.77979502,685.08,24,13000,846.3726419,0.25
517,1502.845388,362.13,19,1200,472.754839,0
518,1.863121804,80,1,1500,0,0
519,346.1609374,3703.36,54,7500,3199.273321,0.916667
520,10207.49047,12650,10,10500,7366.004432,0
521,2095.217066,228.35,7,4000,2317.224893,0
522,718.0165862,1969.24,30,12000,1832.890966,0
523,1266.388623,533.36,8,1200,590.5647261,0
524,286.8230064,1901.94,34,4500,1747.295445,0
525,1034.997623,5601.54,182,7500,4627.623707,0.166667
526,861.9943288,162.56,6,1000,203.4610621,0
527,7722.586129,66.32,1,9000,10016.61307,0
528,5223.730978,362.36,2,8000,636.9688707,0
529,2889.891739,818.02,14,3000,4394.010091,0.083333
530,251.1368415,1286.2,24,4000,1373.310468,0
531,3698.604275,1800,12,6000,2313.934681,0
532,151.6552767,1131.08,25,18000,1235.545083,0.25
533,1850.929413,83.35,1,4000,267.5781852,0
534,1946.033868,342.07,11,3000,3486.777001,0
535,229.8544647,2025,21,6000,2241.422944,0.5
536,302.5865366,3548.64,51,20000,3808.194939,1
537,432.9313936,1687.29,8,11500,1522.43099,0.166667
