CUST_ID,BALANCE,PURCHASES,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT
121,1140.205181,295,2,1200,580.814242,0
122,887.4313056,648.22,27,1200,1296.237586,0
123,1458.424752,557.19,5,4000,548.0371728,0
124,117.849514,469.98,6,1000,480.6994373,0.5
125,803.8161057,131.64,12,8000,3742.59566,0
126,649.16659,5078.14,42,15000,6104.901041,0.916667
127,1020.92574,924.6,12,1000,1500.302383,0
128,377.83287,1975.4,17,4000,2058.155981,0
129,1016.274659,10221.35,130,10500,12091.06228,0.75
130,22.61459877,300,3,12500,355.0908626,0.181818
131,11108.28594,5715,90,14000,5760.441168,0
132,2050.291369,766.61,12,2300,0,0
133,365.0563882,3535.8,44,20000,3650.855405,1
134,37.73857458,256.11,5,5300,1102.300912,0.166667
135,955.1964534,2697.48,39,2500,2180.944214,0
136,2618.277491,117,3,4500,21951.30061,0.166667
137,5.266013181,196.81,3,12000,0,0
138,108.4101178,653.73,15,10000,576.4678075,0
139,174.7265324,2009.05,22,1200,3231.495321,0.142857
140,1587.961727,147.78,2,6000,1408.235746,0
141,820.5111735,516.54,30,900,742.1986031,0
142,881.1137904,969.56,6,2400,0,0
143,1019.49733,311.45,15,1500,343.1101778,0
144,35.68065488,280.4,3,6150,290.5801561,0.090909
145,173.5094397,66.14,2,6000,0,0
146,39.03437767,79.2,1,4000,2225.915113,0.083333
147,5300.551687,1453.32,18,16500,1716.73101,0
148,4238.712608,756.54,15,4000,1449.167703,0
149,5560.955607,3507.35,34,11500,1921.079415,0
150,294.1307995,3163.69,36,8000,2862.953491,0.888889
151,135.4893049,1343.19,33,15000,1428.839063,0.545455
152,2144.702699,873,5,8000,702.8363213,0
153,45.69219007,370,2,23000,1426.323039,0
154,548.2928438,405.75,12,2000,1675.397585,0
155,22.96257289,261.64,10,4000,445.5779966,0.818182
156,8663.769856,1989.28,8,14000,5896.625453,0
157,4536.073387,10848.5,123,7500,12349.27022,0
158,1694.437609,645.32,2,1800,3501.812056,0
159,7841.819001,987.1,9,10500,2298.350628,0
160,6641.089153,1464.14,23,11500,2007.357475,0
161,64.89421225,927,4,5000,1550.956284,0.222222
162,5316.593936,393.62,15,10000,2410.738395,0
163,3692.680295,965.5,9,7500,1224.536244,0
164,837.7146029,336.41,9,6000,1292.379248,0
165,70.76279452,540,3,4000,675.261045,0
166,1109.133837,878.52,39,1500,721.666332,0
167,7.164376846,144.26,7,11500,153.3747804,0.111111
168,2228.435955,493.85,10,2000,3602.584713,0
169,2256.166548,4490.69,52,8500,6566.121711,0
170,9138.835444,11188.62,151,10000,16372.24328,0
171,3125.380495,1829.2,17,7000,1262.547874,0
172,37.7241488,75.99,1,2700,95.01212289,0
173,5514.629849,1824.16,23,14500,1729.213349,0
174,6382.867006,9325.22,5,8500,12746.7298,0
175,27.84108415,100,1,4000,164.1022915,0
176,4551.038484,1431.89,39,4000,2706.3836,0
177,2754.380225,2260.41,25,8500,2831.95144,0
178,2535.947134,10410.49,41,19500,12652.78458,0.363636
179,1115.557542,990.7,13,1400,688.7728436,0
180,295.2311068,3034.92,12,2900,3805.573893,0.083333
181,1274.866623,1038.81,21,5700,1569.723341,0
182,2506.880516,2641.98,41,3000,2383.167555,0
183,3765.944298,1189.52,12,8000,0,0
184,7421.501877,300,6,12000,2651.279385,0
185,3644.961709,126.69,5,10500,3256.317445,0
186,49.26316229,247.09,7,5500,510.6476389,0
187,1778.600497,301.1,10,1950,707.117736,0
188,3404.756336,1112.2,4,7200,0,0
189,236.3361318,2410.07,15,4000,4863.96193,1
190,1260.484801,5350.19,101,8000,7278.223426,0.166667
191,530.3161358,630.03,1,5500,542.4670216,0
192,2735.254089,3197.24,49,3000,4551.634358,0
193,7.323881018,133,3,3000,157.4358571,0.181818
194,452.4012023,1646.16,33,12000,1443.145764,0
195,6.379546453,79.66,12,1500,93.31173306,0
196,10539.77167,319.92,12,12000,13823.16271,0
197,7795.883355,3677.52,98,12500,3211.956154,0
198,2222.889605,1041.63,14,4000,3939.929136,0
199,1069.842626,675.96,12,1000,2340.670701,0.083333
200,21.41926126,193.14,5,2000,301.9285629,0.25
201,183.9674722,1703.23,13,11500,1728.180844,1
202,24.14411147,234.16,4,1500,554.6693426,0.5
203,1070.831579,1322.67,28,11000,906.1982523,0
204,5229.651313,1607.88,84,13500,1951.57312,0
205,2207.300214,3183,2,9000,4936.040915,0
206,3146.426727,3014.23,93,4500,1596.685713,0
207,2112.554281,7323.38,81,3000,5140.07241,0.083333
208,7825.495216,8533.54,72,10000,6141.120424,0
209,596.5732762,408.93,10,9000,2640.92057,0
210,8387.236869,3999.92,14,7500,6407.943133,0
211,1158.403343,2980.46,50,6000,1436.928011,0
212,2980.594554,560.73,11,7500,920.5397225,0
213,84.78652295,569.9,3,9500,854.7757601,0.083333
214,2364.69813,6186.77,38,10950,13166.24501,0.083333
215,484.4498954,4550.81,99,8500,5086.186481,0.916667
216,3519.074926,150.8,2,7500,1137.44367,0
217,166.8806023,1385.1,21,14000,1682.551784,0.833333
218,4818.852215,32539.78,98,11500,31959.14755,0.083333
219,5727.126485,410.24,21,16500,15532.6818,0.083333
220,1922.327335,126.57,4,2100,561.7924095,0
221,29.19325302,380.89,1,5700,0,0
222,1592.343683,414,9,10500,7393.501559,0.5
223,1422.974131,2010,14,8500,1011.1649,0
224,6936.068731,4693.15,12,13500,6316.64237,0
225,1187.468305,498.96,12,1000,1003.109866,0
226,658.7914837,224.2,9,9500,711.2805934,0
227,2357.664907,2856.57,62,2500,3836.481654,0
228,2672.106083,409.63,12,5000,702.8722145,0
229,85.76440969,843.34,17,6500,1331.653273,0.5
230,299.585094,2236.49,34,10000,2559.585399,1
231,6020.365953,464.51,10,6000,1970.047845,0
232,3811.313448,1779,2,5000,997.5306585,0
233,44.18494074,456.36,14,6000,484.795541,0.333333
234,580.6922572,5758.71,48,2900,9960.984601,1
235,1371.780225,245.98,2,6000,2572.713486,0
236,2618.586429,733.9,13,3000,1937.503271,0
237,210.2690326,1641.07,15,500,1992.933123,0.636364
238,3667.234952,674.73,12,4000,1563.3956,0
239,2923.142165,2702.47,27,11000,9761.764374,0.083333
240,374.3194386,1579.15,15,2700,609.6426813,0
241,212.8664426,2161.38,41,4500,2548.057613,1
242,180.842473,1482.19,26,6000,1728.903878,0.666667
243,135.8118939,1446.05,16,3500,1674.83491,0.833333
244,545.6161331,397.06,12,2100,0,0
245,49.1863879,498.17,14,15000,765.9054989,0.909091
246,1406.02912,2009.12,36,2500,3162.352275,0
247,499.1498677,5359.02,60,6000,0,0
248,1042.095953,126.2,10,1950,358.4298224,0
249,39.71942156,225,12,1500,425.5762221,0.166667
250,0.452443476,734.97,16,6000,1505.493941,0
251,8444.950954,874.98,16,12500,2523.00899,0
252,2254.822244,445.2,4,8000,1234.795628,0
253,59.55930157,689.34,24,1500,549.8167263,0.333333
254,4504.538636,2006.87,26,21000,25725.24374,0.1
255,2636.514,678,12,2500,2349.377384,0
256,354.2841906,3085.69,21,8500,3261.191146,1
257,101.3625393,1080,12,6000,1400.399263,1
258,705.1713798,2721.16,32,6500,6673.509924,0.083333
259,347.3021691,3095.96,32,14000,4822.655775,0.583333
260,2734.682395,71.07,3,9500,11382.31879,0
261,91.06304652,65,2,1200,888.2194269,0
262,455.5586,4786.61,61,9000,4788.58123,1
263,16.36443216,174.42,5,2500,466.9198044,0.75
264,3051.68663,242.88,12,13500,7413.08083,0.090909
265,921.0489192,216.94,3,3200,263.9850108,0
266,1045.75597,2246.3,8,6000,39424.98044,0.8
267,1361.190108,361.73,2,1500,651.1766029,0
268,76.74771751,330,1,1800,394.2363821,0
269,246.6649215,2854.11,51,9500,2904.00656,1
270,15.63088952,390,7,2000,410.7605531,0
271,1926.577893,422.18,12,5500,3789.49449,0
272,1039.349871,1005.52,33,3000,2169.487453,0
273,3318.0184,2132.93,74,11000,11029.8209,0
274,22.13803225,284.72,16,5000,399.0158013,0.8
275,1579.089875,3244.16,29,11500,7527.134651,0
276,8404.8614,2490.17,8,9500,4478.11879,0
277,33.93040964,1098.31,1,4800,0,0
278,44.94657676,636.15,5,8500,1145.14017,0.181818
279,1953.667447,3018.93,99,5000,4862.618623,0.166667
280,91.63032751,1222.97,16,19500,1294.261095,1
281,5111.987845,110.18,4,6000,2287.109545,0
282,589.1169968,983.77,15,2400,534.9190946,0
283,76.91372912,423.24,9,11000,364.0984975,0
284,1948.11487,6079.5,31,7300,24942.7285,0.416667
285,744.2441683,439.38,2,1200,283.7344429,0
286,1343.366915,1207.25,59,1200,1517.079055,0
287,242.4978443,259.13,1,2300,3336.416014,0.25
288,5407.071213,1627.69,49,5500,3167.805953,0
289,395.0994349,5749.96,50,12000,7014.323824,0.833333
290,8574.132741,1490.94,25,9000,2539.605518,0
291,1024.528216,5068.88,76,4500,5108.691469,0.083333
292,2230.811737,1067.28,30,2000,2460.814129,0
293,8.392468395,64.12,2,7000,236.8219394,0
294,10925.77749,6855.59,39,18500,5631.456955,0
295,140.2692925,1631,7,2500,3240.181989,1
296,256.5041714,180.91,6,1400,938.8005511,0
297,12260.59649,136.88,2,14000,4757.905843,0
298,1077.417365,343.21,4,1500,1218.290692,0
299,458.0713683,5708.18,47,4000,7193.902944,1
300,73.02452505,699.12,24,2500,819.1129023,0.583333
301,510.9194122,245.39,7,4000,422.0586678,0
302,647.0902891,98,2,4000,258.6469901,0
303,1385.071255,857.36,13,6550,3927.62727,0.083333
304,1473.116591,2747.12,4,5000,6026.552418,0.1
305,11447.14028,11147.33,126,11000,9518.671803,0
306,203.5552647,600,6,1000,318.25699,0
307,4302.444687,255.12,11,8500,2071.711544,0
308,990.0699816,1221.53,2,1200,1877.745486,0.25
309,2144.41813,780.64,22,3500,899.8048099,0
310,407.6306201,1532.1,14,5000,2407.500313,0
311,1979.888862,778.33,28,2000,1615.427798,0
312,3496.062222,964.06,8,6000,765.8489913,0
313,130.3643014,1667.13,38,13000,2165.069599,0.25
314,3005.396917,1088.83,6,9000,7760.322218,0
315,155.7069977,648.64,5,2500,0,0
316,154.8095429,1897.92,5,13500,7626.286874,1
317,59.32538273,1263.29,25,9500,1770.565653,0.4
318,17.33140092,200,2,1200,0,0
319,4664.825384,340,1,6000,2791.465244,0
320,307.0340824,1277.58,20,7000,685.8754081,0
321,688.4425768,4117.24,229,6000,6029.576986,0
322,10080.50172,226.23,5,15000,2462.130149,0
323,6195.043183,3970.8,64,7500,4518.877324,0
324,128.617463,1346.9,14,8000,1851.384706,0.333333
325,1401.642414,1050.83,24,5000,5985.02602,0
326,497.7639809,1364.99,7,2000,2331.999224,0.2
327,6060.440992,7553.48,85,13500,6184.721029,0
328,1763.538542,570.16,20,9000,7787.225193,0
329,3825.750867,566.28,17,4000,1679.825688,0
330,6155.509243,137.34,1,10000,2116.399823,0
331,4440.889626,332.82,25,5000,7706.534094,0
332,537.0246643,1377.72,5,2500,222.9968653,0
333,7188.399505,360.7,2,8000,6690.600884,0
334,4041.657568,222.64,11,4500,1231.117508,0
335,4063.867172,1634.74,38,13000,1434.034134,0
336,4720.448252,759.15,12,6000,1303.645289,0
337,39.26298078,243.36,2,1800,628.5045511,0.25
338,617.2844527,519,9,4500,751.1027925,0
339,3321.277269,3055.87,26,4500,2893.025668,0
340,5563.471835,2470.4,19,9500,3961.359336,0
341,581.1801126,1671.6,48,1800,1282.123563,0
342,48.84871385,903.36,6,15000,606.2943941,0
343,23.13921473,229.5,7,3150,500.1384088,0.714286
344,1457.455094,1476.19,23,2500,2039.569698,0
345,5278.3465,2506.89,30,8500,1452.089314,0
346,4699.128519,2570,40,4500,4157.753385,0
347,10265.12003,238.34,5,15000,1364.715269,0
348,1282.669651,1342.36,27,4000,375.5080856,0
349,89.47919354,786.32,7,7500,1208.976077,0.666667
350,113.010847,1450.68,20,6000,2174.246764,0.454545
351,430.4341482,1239.46,14,1500,491.3991705,0
352,1725.78979,96.75,7,1800,549.0473453,0
353,1509.774391,4106.15,50,12000,11018.44932,0.5
354,641.4420896,2022.38,19,6000,1187.792993,0
355,236.4172502,3654.08,32,2500,4052.309441,0.333333
356,1040.342026,883.73,26,3000,822.3133803,0
357,833.9101982,795.54,20,1700,2424.386718,0
358,2099.192716,1382.57,33,2400,1824.226008,0
359,50.97710566,565.5,14,8500,3267.526081,0.25
360,5903.520544,4462.86,103,11800,2116.842031,0
361,208.4228013,1726.67,4,6000,6155.95729,0
362,5323.158637,217,2,9000,13482.04554,0.166667
363,2510.881562,1748.73,31,6500,3110.865841,0
364,1026.470698,50.98,4,1200,370.6333239,0
365,3368.959282,378.04,4,11300,5418.714225,0
366,4342.923048,1483.12,30,5000,1726.564828,0
367,165.8003705,6407.67,44,14500,4369.921221,0.3
368,902.1610544,70,1,8500,665.8942185,0
369,43.57383657,449.96,8,7000,1273.431273,0.6
370,412.6383098,3355.33,27,6500,2788.772474,0.363636
371,260.9529157,3220.09,24,15000,956.864339,1
372,220.3402299,6558.55,74,7000,6714.53432,0.916667
373,303.3762589,4305.05,38,9500,5387.57412,0.666667
374,7466.627431,262.1,5,13000,2014.600204,0
375,141.4075451,1626.83,17,13000,2601.754183,0.571429
376,4074.049965,3522.57,25,6000,1410.224765,0
377,874.8761912,8194.05,121,6000,8946.964229,0.583333
378,934.2428507,1604.8,11,4500,255.9275884,0.083333
379,3651.94512,709.9,16,7000,1032.598561,0
380,12995.0446,174,3,14000,4303.915463,0
381,134.4075336,913,5,7500,2193.139705,1
382,2429.721355,606.62,14,2750,1372.881324,0
383,1236.374923,1447.01,19,2400,835.1964858,0
384,12963.64378,41050.4,157,17000,42815.37281,0.083333
385,84.62298397,727.27,11,20000,1122.808058,0.916667
386,810.4428332,1869.88,30,4000,1132.141384,0
387,140.0999972,182.94,10,5000,1903.589388,0.3
388,50.14543144,379.28,7,2500,848.138032,1
389,1475.72682,874.94,18,1500,806.5323323,0
390,2862.679285,26402.39,114,16500,30438.53428,1
391,5284.797515,1752.15,53,10300,1800.74363,0
392,34.02226341,400.41,11,4500,470.7693409,0.666667
393,2579.842578,13771.63,83,14500,21135.27336,0.25
394,3365.444335,1172.68,7,9500,5465.578645,0
395,4703.251287,1653.6,14,5000,3923.329523,0
396,1255.681241,4238.79,33,10500,3998.30925,0.083333
397,96.13506568,907.37,12,10000,1056.217814,1
398,42.22560912,569.34,19,16500,856.5510136,1
399,1990.043421,305.78,14,1500,696.107878,0
400,14594.5037,529.3,10,19000,2745.479976,0
401,4250.462285,2001.19,30,4500,3853.990183,0
402,275.9901516,1020.47,27,6500,1372.403626,0
403,4567.819694,4754.32,43,9500,2369.519468,0
404,4866.309136,331.95,2,8000,5818.672739,0
405,3813.506481,1490,1,12500,736.8669435,0
406,78.74848186,558.28,14,8000,729.4510639,0.333333
407,1349.657657,1477.44,10,1500,700.9399253,0
408,202.6912392,1051.1,13,3000,1539.01797,0.375
409,2243.796832,2242.26,42,2850,2350.242341,0
410,1028.365579,179.24,7,4000,287.1120743,0
411,2395.343092,972.65,15,5500,985.0029373,0
412,3130.13726,4620.34,21,7500,8265.639823,0.083333
413,73.13690312,1023.8,2,20000,7299.817219,0
414,3617.740532,6344.3,54,12000,3820.62155,0.083333
415,7595.450365,1549.61,19,17500,2307.702935,0
416,71.49954463,734.11,6,5000,1900.032931,0.5
417,5202.534918,2274.21,60,5000,5900.309255,0
418,2330.583793,1635.69,33,3000,1793.673921,0
419,59.20840939,627.03,8,6000,2063.219311,1
420,1236.993858,55.5,1,3000,4146.809124,0
421,76.31184281,277,2,8500,1046.090065,0.333333
422,987.8996214,7479.95,14,15000,9377.169368,0.888889
423,5669.220005,3937.59,54,9500,1599.54917,0
424,539.1131324,6300.4,21,16500,6091.844465,1
425,281.9522748,1856.64,12,1800,2176.735778,0
426,460.2027113,4924.41,48,10500,4124.627766,1
427,932.5328298,1308.11,8,1500,324.0183014,0
428,11468.44808,49039.57,101,22500,57926.91644,0.25
429,9880.595524,4604.72,46,9000,4750.629793,0
430,9100.669574,227.8,4,9500,8396.326769,0
431,1396.533964,2327.49,18,6000,2730.135768,0
432,1625.457336,1199,1,6750,15522.0901,0.111111
433,181.1699389,1174.76,41,4500,1561.235111,0
434,4984.249319,469,4,7000,3106.9217,0
435,167.8772685,133.39,3,2500,229.5068473,0
436,1218.252529,10700.63,222,6000,12103.36543,0.818182
437,1237.531791,11313.77,98,6000,12894.83176,0.833333
438,4213.116201,3525.37,66,15000,17513.93146,0.25
439,27.45917546,258.74,16,12000,669.6202534,1
440,3479.926958,2448.6,12,1700,262.3740855,0
441,22.57728564,293.99,6,12500,347.9530228,0.333333
442,10128.44652,709,3,10500,2946.229516,0
443,2243.442926,1628.07,8,5000,744.835577,0
444,12.66310739,165,1,15000,0,0
445,3670.753388,11681.64,141,10500,9252.841989,0
446,982.1459936,98.97,5,2500,4192.421688,0
447,8256.707825,1142.15,10,9000,2615.989359,0
448,1904.017516,1494.5,8,8500,2527.677831,0
449,236.9794026,646.24,1,10000,708.0709818,0
450,316.8488098,3608.88,37,15000,3023.486819,1
451,2831.610646,12465.21,79,13000,11613.32222,0
452,15985.8357,7823.74,62,19000,13357.8637,0
453,2475.988965,27957.68,70,9000,31395.07155,1
454,50.78428828,372,7,4000,796.9365008,0.2
455,3802.164601,1841.62,21,7500,9008.101633,0
456,2606.522985,1678.07,33,6500,863.7132161,0
457,8021.487046,11674.64,93,16000,12446.99495,0
458,1713.730893,2094.38,17,4500,757.6657283,0
459,2040.143064,411.38,5,2500,1670.531083,0
460,9.65277219,99.19,7,4000,279.0638101,0.166667
461,358.5247073,525,1,2500,4447.200834,0
462,6005.537366,1956.06,48,11500,2114.972405,0
463,276.8613219,1750.51,31,3500,2545.104123,0.25
464,2928.09107,386.12,9,4000,5080.24036,0
465,767.758428,625.46,10,7500,884.5693179,0
466,2661.194882,963.13,16,7000,662.8912956,0
467,206.7232413,2011.81,8,2100,4231.091396,0.8
468,6117.648216,99.5,10,8000,2358.71191,0
469,96.63682436,1084.09,9,8000,1976.677473,0.714286
470,4257.481205,207,11,8500,2026.800681,0
471,1188.502784,1757.47,80,5000,1681.978545,0
472,7372.474047,3837.59,52,9500,20212.38888,0
473,2167.037446,117.57,2,8000,7460.013629,0.1
474,35.06789715,1223.41,25,6000,1489.127474,0.8
475,5635.371101,1710.24,43,6000,1826.949866,0
476,862.6129284,8273.18,53,7000,8936.910473,1
477,2292.534619,619.93,24,4000,650.216454,0
478,17.08028315,190,3,4000,382.1747503,0.5
479,3824.464172,7680.08,64,11500,3108.440381,0
480,1077.889166,9734.63,194,8500,9892.686836,0.083333
481,5136.392107,8403.17,117,13000,11434.32492,0.25
482,9.40701673,118.6,25,3300,152.197302,0.1
483,3003.459622,11202.09,100,7500,9767.678404,0.083333
484,1572.132233,794.52,16,1750,1404.588613,0
485,513.7674978,1704.22,16,1500,801.850457,0.125
486,1637.373907,1044.43,23,5000,1382.492155,0
487,2494.56067,3651.59,111,4500,9089.81482,0.083333
488,510.8525919,6477.6,83,7500,8193.768463,0.833333
489,287.7730744,1025.03,67,2800,1514.214523,0.083333
490,76.58846917,472.71,1,16000,751.5739216,0
491,2083.957049,733.35,11,3000,8686.174468,0.090909
492,4496.86702,3050.72,16,11500,24664.56683,0.166667
493,65.98808804,601.35,10,7000,853.8678439,0.25
494,171.8298201,1764.86,21,10000,2013.66188,1
495,275.06121,2352.2,30,6500,3118.591763,0.25
496,278.5088843,3877.85,29,12500,4186.6423,1
497,14497.03119,5958.17,98,15000,9031.431518,0
498,1741.300063,5969.33,92,16500,8441.481858,0.25
499,1624.397199,14604.87,219,15500,19879.12224,1
500,6214.981666,433.63,5,7000,1832.101998,0
501,5722.595042,2790.76,36,14000,2065.670415,0
502,352.2063722,571.32,3,4000,5978.383943,0.454545
503,1106.775007,281.25,9,1200,715.230325,0
504,2515.079894,1701.9,55,3000,865.2963231,0
505,8509.399187,14332.92,152,16000,8163.209998,0
506,65.79660794,490.6,3,18000,1478.319509,1
507,1774.368664,8371.19,87,3800,11359.63388,0.25
508,526.4677359,4552.44,15,5000,7128.972441,1
509,15.78800993,202,2,2000,232.1589833,0
510,3667.392481,6030.34,104,7000,19911.3619,0.090909
511,29.02814303,379.3,6,2500,641.1861116,0.181818
512,2755.694322,1877.24,29,8500,5534.659069,0.083333
513,382.7130037,3660.97,33,7500,5327.272875,0.666667
514,1056.313861,2281.56,29,20000,2542.039895,0
515,2514.261062,1919.66,34,6000,8367.62697,0
516,25.77979502,685.08,24,13000,1057.965802,0.25
517,1502.845388,362.13,19,1200,590.9435488,0
518,1.863121804,80,1,1500,0,0
519,346.1609374,3703.36,54,7500,3999.091651,0.916667
520,10207.49047,12650,10,10500,9207.50554,0
521,2095.217066,228.35,7,4000,2896.531116,0
522,718.0165862,1969.24,30,12000,2291.113708,0
523,1266.388623,533.36,8,1200,738.2059076,0
524,286.8230064,1901.94,34,4500,2184.119306,0
525,1034.997623,5601.54,182,7500,5784.529634,0.166667
526,861.9943288,162.56,6,1000,254.3263276,0
527,7722.586129,66.32,1,9000,12520.76634,0
528,5223.730978,362.36,2,8000,796.2110884,0
529,2889.891739,818.02,14,3000,5492.512614,0.083333
530,251.1368415,1286.2,24,4000,1716.638085,0
531,3698.604275,1800,12,6000,2892.418351,0
532,151.6552767,1131.08,25,18000,1544.431354,0.25
533,1850.929413,83.35,1,4000,334.4727315,0
534,1946.033868,342.07,11,3000,4358.471251,0
535,229.8544647,2025,21,6000,2801.77868,0.5
536,302.5865366,3548.64,51,20000,4760.243674,1
537,432.9313936,1687.29,8,11500,1903.038738,0.166667
