CUST_ID,BALANCE,PURCHASES,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT
C0261,98.364739,65,2,1200,718.794328,0
C0262,498.208616,4786.61,61,9000,3805.669705,1
C0263,16.93339,174.42,5,2500,347.08638,0.75
C0264,3355.631092,242.88,12,13500,6084.115091,0.090909
C0265,907.982017,216.94,3,3200,222.02316,0
C0266,1132.386178,2246.3,8,6000,32048.6122,0.8
C0267,1254.6691,361.73,2,1500,535.606816,0
C0268,80.336636,330,1,1800,345.330572,0
C0269,260.838885,2854.11,51,9500,2437.332725,1
C0270,17.356961,390,7,2000,302.454171,0
C0271,1897.672025,422.18,12,5500,2961.632199,0
C0272,1032.241153,1005.52,33,3000,1866.265366,0
C0273,3536.601227,2132.93,74,11000,8251.146946,0
C0274,21.580264,284.72,16,5000,344.161416,0.8
C0275,1732.715258,3244.16,29,11500,5674.185857,0
C0276,8939.461145,2490.17,8,9500,3957.017497,0
C0277,36.567901,1098.31,1,4800,0,0
C0278,41.754778,636.15,5,8500,918.414211,0.181818
C0279,1937.246177,3018.93,99,5000,3909.837604,0.166667
C0280,99.955082,1222.97,16,19500,1142.077891,1
C0281,5135.604593,110.18,4,6000,1716.998424,0
C0282,601.92037,983.77,15,2400,389.411161,0
C0283,85.285023,423.24,9,11000,296.01675,0
C0284,1903.688611,6079.5,31,7300,18552.39489,0.416667
C0285,813.068705,439.38,2,1200,237.996469,0
C0286,1279.325142,1207.25,59,1200,1282.705869,0
C0287,237.669312,259.13,1,2300,2680.635587,0.25
C0288,5747.761139,1627.69,49,5500,2507.704747,0
C0289,426.372628,5749.96,50,12000,5711.540654,0.833333
C0290,8806.866629,1490.94,25,9000,2116.662516,0
C0291,1128.229387,5068.88,76,4500,3904.568067,0.083333
C0292,2045.541408,1067.28,30,2000,2021.775795,0
C0293,8.520292,64.12,2,7000,176.600545,0
C0294,11278.95243,6855.59,39,18500,4868.088671,0
C0295,143.443832,1631,7,2500,2550.799492,1
C0296,241.223955,180.91,6,1400,802.858576,0
C0297,12474.72954,136.88,2,14000,3519.008859,0
C0298,1077.606225,343.21,4,1500,930.328071,0
C0299,507.144348,5708.18,47,4000,5589.952268,1
C0300,79.189929,699.12,24,2500,697.977603,0.583333
C0301,497.908027,245.39,7,4000,328.796655,0
C0302,681.95925,98,2,4000,192.369983,0
C0303,1535.248256,857.36,13,6550,3239.629759,0.083333
C0304,1508.513765,2747.12,4,5000,4730.374245,0.1
C0305,11209.37076,11147.33,126,11000,7932.77402,0
C0306,201.3504,600,6,1000,249.066308,0
C0307,4543.789386,255.12,11,8500,1703.332126,0
C0308,918.342234,1221.53,2,1200,1421.035206,0.25
C0309,2259.431829,780.64,22,3500,663.553502,0
C0310,437.789873,1532.1,14,5000,1834.368953,0
C0311,2025.162877,778.33,28,2000,1411.329676,0
C0312,3770.560441,964.06,8,6000,565.71913,0
C0313,140.730723,1667.13,38,13000,1669.260634,0.25
C0314,3298.692478,1088.83,6,9000,6862.520735,0
C0315,150.699542,648.64,5,2500,0,0
C0316,154.641707,1897.92,5,13500,5563.437084,1
C0317,62.287137,1263.29,25,9500,1356.425369,0.4
C0318,16.581535,200,2,1200,0,0
C0319,4664.023286,340,1,6000,2162.141639,0
C0320,318.03434,1277.58,20,7000,552.734714,0
C0321,681.615445,4117.24,229,6000,4561.589382,0
C0322,9335.31417,226.23,5,15000,1885.239981,0
C0323,6404.955912,3970.8,64,7500,3879.252512,0
C0324,133.405494,1346.9,14,8000,1369.437449,0.333333
C0325,1403.597712,1050.83,24,5000,4673.520993,0
C0326,469.878834,1364.99,7,2000,1849.10398,0.2
C0327,6032.740391,7553.48,85,13500,5377.338091,0
C0328,1692.755487,570.16,20,9000,6124.31525,0
C0329,3534.253718,566.28,17,4000,1298.823687,0
C0330,6822.877573,137.34,1,10000,1874.954894,0
C0331,4245.550244,332.82,25,5000,5810.994681,0
C0332,541.915572,1377.72,5,2500,182.177646,0
C0333,7057.658848,360.7,2,8000,5147.693822,0
C0334,4264.307261,222.64,11,4500,1017.241855,0
C0335,4503.390811,1634.74,38,13000,1094.345336,0
C0336,4479.115547,759.15,12,6000,994.500495,0
C0337,37.753941,243.36,2,1800,546.417272,0.25
C0338,598.78776,519,9,4500,621.255763,0
C0339,3143.928913,3055.87,26,4500,2198.293667,0
C0340,5580.530306,2470.4,19,9500,3340.041274,0
C0341,576.635957,1671.6,48,1800,1021.907217,0
C0342,51.818382,903.36,6,15000,538.841222,0
C0343,21.12921,229.5,7,3150,423.206638,0.714286
C0344,1534.969344,1476.19,23,2500,1493.919986,0
C0345,4994.04832,2506.89,30,8500,1230.219396,0
C0346,4700.106602,2570,40,4500,3259.958288,0
C0347,9601.071318,238.34,5,15000,1194.510762,0
C0348,1207.888199,1342.36,27,4000,288.883026,0
C0349,87.442862,786.32,7,7500,881.284581,0.666667
C0350,123.394089,1450.68,20,6000,1583.421932,0.454545
C0351,395.052994,1239.46,14,1500,401.217047,0
C0352,1715.459275,96.75,7,1800,452.225512,0
C0353,1492.039988,4106.15,50,12000,9678.173119,0.5
C0354,636.669685,2022.38,19,6000,939.306791,0
C0355,223.772475,3654.08,32,2500,3301.334578,0.333333
C0356,1122.603377,883.73,26,3000,632.062443,0
C0357,805.131074,795.54,20,1700,1804.065076,0
C0358,2070.069187,1382.57,33,2400,1580.0815,0
C0359,52.229659,565.5,14,8500,2768.795805,0.25
C0360,6426.639738,4462.86,103,11800,1793.043228,0
C0361,206.596865,1726.67,4,6000,4804.383296,0
C0362,5810.748774,217,2,9000,10428.37611,0.166667
C0363,2597.400267,1748.73,31,6500,2497.488126,0
C0364,1135.53683,50.98,4,1200,320.592941,0
C0365,3430.981532,378.04,4,11300,4315.936534,0
C0366,4102.599015,1483.12,30,5000,1357.36111,0
C0367,150.952465,6407.67,44,14500,3484.429075,0.3
C0368,911.281862,70,1,8500,566.292758,0
C0369,45.753138,449.96,8,7000,1023.209164,0.6
C0370,456.648662,3355.33,27,6500,2087.871747,0.363636
C0371,285.813075,3220.09,24,15000,826.764555,1
C0372,204.329381,6558.55,74,7000,5872.707939,0.916667
C0373,327.445978,4305.05,38,9500,4030.061017,0.666667
C0374,6856.045926,262.1,5,13000,1629.239381,0
C0375,155.644239,1626.83,17,13000,1924.101393,0.571429
C0376,4263.008734,3522.57,25,6000,1165.621928,0
C0377,813.185305,8194.05,121,6000,7069.804042,0.583333
C0378,911.893997,1604.8,11,4500,191.366024,0.083333
C0379,3563.23692,709.9,16,7000,826.576112,0
C0380,12478.17286,174,3,14000,3251.190662,0
C0381,126.207012,913,5,7500,1718.487894,1
C0382,2516.753364,606.62,14,2750,1043.617154,0
C0383,1199.942209,1447.01,19,2400,642.723723,0
C0384,13479.28821,41050.4,157,17000,36066.75068,0.083333
C0385,80.062693,727.27,11,20000,822.928249,0.916667
C0386,839.897907,1869.88,30,4000,999.235386,0
C0387,128.175207,182.94,10,5000,1391.649702,0.3
C0388,47.6368,379.28,7,2500,641.943628,1
C0389,1529.206464,874.94,18,1500,716.241063,0
C0390,2643.343414,26402.39,114,16500,24529.27662,1
C0391,5036.870531,1752.15,53,10300,1489.597574,0
C0392,32.042424,400.41,11,4500,353.570259,0.666667
C0393,2549.128288,13771.63,83,14500,16826.42443,0.25
C0394,3718.606699,1172.68,7,9500,4820.842925,0
C0395,4914.325665,1653.6,14,5000,3410.253378,0
C0396,1191.584153,4238.79,33,10500,3528.728592,0.083333
C0397,98.420888,907.37,12,10000,908.907467,1
C0398,43.42718,569.34,19,16500,758.421856,1
C0399,1874.601636,305.78,14,1500,518.757481,0
C0400,15258.2259,529.3,10,19000,2051.14647,0
C0401,4497.213951,2001.19,30,4500,3058.768463,0
C0402,257.997181,1020.47,27,6500,1099.15757,0
C0403,4507.733288,4754.32,43,9500,1924.73689,0
C0404,5083.397311,331.95,2,8000,4453.691497,0
C0405,3649.559565,1490,1,12500,573.307364,0
C0406,77.45581,558.28,14,8000,601.746596,0.333333
C0407,1362.418281,1477.44,10,1500,559.095981,0
C0408,189.12074,1051.1,13,3000,1301.155857,0.375
C0409,2374.663583,2242.26,42,2850,2073.374513,0
C0410,1112.070216,179.24,7,4000,217.546584,0
C0411,2569.379868,972.65,15,5500,807.047622,0
C0412,2883.906333,4620.34,21,7500,6476.333335,0.083333
C0413,71.046063,1023.8,2,20000,5872.895164,0
C0414,3366.051663,6344.3,54,12000,2890.901993,0.083333
C0415,7190.047748,1549.61,19,17500,1727.425472,0
C0416,68.039722,734.11,6,5000,1537.307484,0.5
C0417,5066.461251,2274.21,60,5000,5174.255034,0
C0418,2454.610005,1635.69,33,3000,1442.488419,0
C0419,64.329876,627.03,8,6000,1513.704151,1
C0420,1284.63314,55.5,1,3000,3432.757202,0
C0421,76.93561,277,2,8500,814.605178,0.333333
C0422,950.563525,7479.95,14,15000,7521.226078,0.888889
C0423,5178.179489,3937.59,54,9500,1248.498168,0
C0424,531.455619,6300.4,21,16500,4924.941312,1
C0425,263.6992,1856.64,12,1800,1591.559543,0
C0426,492.070146,4924.41,48,10500,3430.597877,1
C0427,1034.660626,1308.11,8,1500,236.764555,0
C0428,11547.52001,49039.57,101,22500,46930.59824,0.25
C0429,8997.488544,4604.72,46,9000,4201.889848,0
C0430,9149.4096,227.8,4,9500,6710.905443,0
C0431,1296.922119,2327.49,18,6000,2322.412643,0
C0432,1758.979585,1199,1,6750,11634.38713,0.111111
C0433,194.493602,1174.76,41,4500,1280.294998,0
C0434,5404.202992,469,4,7000,2676.467444,0
C0435,181.463092,133.39,3,2500,168.425788,0
C0436,1311.732049,10700.63,222,6000,9853.313787,0.818182
C0437,1202.975648,11313.77,98,6000,10718.04224,0.833333
C0438,4546.766836,3525.37,66,15000,14083.96809,0.25
C0439,28.934197,258.74,16,12000,502.486404,1
C0440,3457.086184,2448.6,12,1700,227.514473,0
C0441,23.290641,293.99,6,12500,287.796655,0.333333
C0442,9559.783145,709,3,10500,2447.227264,0
C0443,2154.175363,1628.07,8,5000,654.505745,0
C0444,11.890862,165,1,15000,0,0
C0445,3452.538704,11681.64,141,10500,8145.713972,0
C0446,1068.031748,98.97,5,2500,3594.989864,0
C0447,7975.19143,1142.15,10,9000,2079.521171,0
C0448,1866.608592,1494.5,8,8500,2031.589282,0
C0449,259.467265,646.24,1,10000,540.021578,0
C0450,313.387813,3608.88,37,15000,2419.651857,1
C0451,2690.771926,12465.21,79,13000,9290.702248,0
C0452,15244.74865,7823.74,62,19000,11123.40918,0
C0453,2492.726282,27957.68,70,9000,27255.00752,1
C0454,47.424621,372,7,4000,662.401178,0.2
C0455,4114.723127,1841.62,21,7500,7780.322889,0
C0456,2450.031338,1678.07,33,6500,682.930065,0
C0457,8781.831676,11674.64,93,16000,10377.3612,0
C0458,1642.024936,2094.38,17,4500,576.699993,0
C0459,1946.447038,411.38,5,2500,1403.266638,0
C0460,9.962695,99.19,7,4000,209.014647,0.166667
C0461,394.269079,525,1,2500,3747.367504,0
C0462,5935.917803,1956.06,48,11500,1553.147417,0
C0463,266.588825,1750.51,31,3500,2103.253278,0.25
C0464,3183.529482,386.12,9,4000,4441.185925,0
C0465,724.261595,625.46,10,7500,721.081023,0
C0466,2469.665655,963.13,16,7000,566.87028,0
C0467,202.190447,2011.81,8,2100,3144.544042,0.8
C0468,6787.661776,99.5,10,8000,1775.13958,0
C0469,107.298227,1084.09,9,8000,1515.629124,0.714286
C0470,3946.876897,207,11,8500,1494.101923,0
C0471,1246.393805,1757.47,80,5000,1254.376139,0
C0472,7155.328723,3837.59,52,9500,17739.94594,0
C0473,2147.939753,117.57,2,8000,5441.876882,0.1
C0474,32.612745,1223.41,25,6000,1222.343069,0.8
C0475,5380.796813,1710.24,43,6000,1572.990843,0
C0476,837.950585,8273.18,53,7000,7883.621179,1
C0477,2113.098241,619.93,24,4000,529.829894,0
C0478,16.371699,190,3,4000,322.114468,0.5
C0479,3774.063585,7680.08,64,11500,2529.085319,0
C0480,1088.031913,9734.63,194,8500,8571.945329,0.083333
C0481,5248.392421,8403.17,117,13000,8495.972927,0.25
C0482,9.581344,118.6,25,3300,117.780082,0.1
C0483,3123.339488,11202.09,100,7500,8317.163283,0.083333
C0484,1670.928797,794.52,16,1750,1083.625844,0
C0485,537.389322,1704.22,16,1500,679.888456,0.125
C0486,1803.955439,1044.43,23,5000,1068.805913,0
C0487,2394.126386,3651.59,111,4500,6925.337419,0.083333
C0488,544.879717,6477.6,83,7500,6381.236136,0.833333
C0489,288.474257,1025.03,67,2800,1148.409463,0.083333
C0490,79.554406,472.71,1,16000,563.830183,0
C0491,2134.513436,733.35,11,3000,6801.933334,0.090909
C0492,4925.502001,3050.72,16,11500,21320.89625,0.166667
C0493,62.32157,601.35,10,7000,704.075312,0.25
C0494,164.649775,1764.86,21,10000,1768.463643,1
C0495,299.765294,2352.2,30,6500,2671.279796,0.25
C0496,306.877248,3877.85,29,12500,3639.443058,1
C0497,14411.95798,5958.17,98,15000,7839.750264,0
C0498,1759.969888,5969.33,92,16500,7272.999505,0.25
C0499,1482.235539,14604.87,219,15500,14462.63056,1
C0500,6014.806806,433.63,5,7000,1534.75789,0
C0501,5619.157028,2790.76,36,14000,1778.284067,0
C0502,365.12275,571.32,3,4000,5308.488824,0.454545
C0503,1043.249828,281.25,9,1200,634.96657,0
C0504,2571.925816,1701.9,55,3000,710.210734,0
C0505,7760.5254,14332.92,152,16000,7116.531862,0
C0506,61.644247,490.6,3,18000,1197.347043,1
C0507,1724.2041,8371.19,87,3800,9582.782864,0.25
C0508,558.989996,4552.44,15,5000,5496.343824,1
C0509,15.728894,202,2,2000,200.169721,0
C0510,3808.073463,6030.34,104,7000,17084.85192,0.090909
C0511,28.394518,379.3,6,2500,534.818301,0.181818
